datetime,season,weather,temp,humidity,windspeed,casual,registered,count
2011-04-17 22:00:00,4,2,31.8,70.66,20.07,15,111,126
2011-04-17 23:00:00,2,4,10.16,70.93,19.06,24,71,95
2011-04-18 00:00:00,4,1,17.62,83.35,46.47,33,120,153
2011-04-18 01:00:00,1,1,29.99,42.97,34.22,30,94,124
2011-04-18 02:00:00,2,1,5.58,81.63,31.07,46,1,47
2011-04-18 03:00:00,1,2,8.37,55.21,37.89,7,78,85
2011-04-18 04:00:00,1,2,34.72,73.61,28.04,16,188,204
2011-04-18 05:00:00,1,3,13.41,56.46,7.96,13,39,52
2011-04-18 06:00:00,1,4,34.27,95.89,15.96,29,170,199
2011-04-18 07:00:00,2,4,10.48,34.34,27.9,17,47,64
2011-04-18 08:00:00,1,2,15.83,74.0,0.91,45,199,244
2011-04-18 09:00:00,1,3,27.59,66.12,21.87,35,196,231
2011-04-18 10:00:00,4,1,24.73,33.82,37.79,20,56,76
2011-04-18 11:00:00,2,2,22.43,25.28,8.21,30,195,225
2011-04-18 12:00:00,2,4,20.9,83.93,3.23,32,11,43
2011-04-18 13:00:00,3,4,30.3,32.6,41.8,22,67,89
2011-04-18 14:00:00,2,4,12.05,34.92,30.86,37,178,215
2011-04-18 15:00:00,2,1,18.27,98.27,8.83,4,73,77
2011-04-18 16:00:00,3,4,9.66,77.38,40.32,14,28,42
2011-04-18 17:00:00,2,1,22.88,40.04,32.91,29,91,120
2011-04-18 18:00:00,2,1,12.52,67.28,16.71,15,28,43
2011-04-18 19:00:00,2,1,15.02,62.73,18.81,39,82,121
2011-04-18 20:00:00,2,2,19.14,87.56,7.79,28,114,142
2011-04-18 21:00:00,3,1,5.8,78.35,41.76,27,106,133
2011-04-18 22:00:00,2,3,7.76,86.54,25.45,5,140,145
2011-04-18 23:00:00,2,4,25.58,36.92,27.85,4,184,188
2011-04-19 00:00:00,3,2,17.87,71.22,44.17,37,97,134
2011-04-19 01:00:00,4,4,30.94,23.22,0.79,24,45,69
2011-04-19 02:00:00,1,1,25.84,25.52,3.35,27,19,46
2011-04-19 03:00:00,4,2,5.24,77.08,8.08,0,58,58
2011-04-19 04:00:00,3,3,23.5,21.95,1.5,13,119,132
2011-04-19 05:00:00,1,1,7.81,66.38,32.91,18,35,53
2011-04-19 06:00:00,3,4,28.43,87.23,31.69,30,0,30
2011-04-19 07:00:00,3,3,34.75,50.4,10.54,14,89,103
2011-04-19 08:00:00,2,1,20.94,23.59,7.47,18,130,148
2011-04-19 09:00:00,1,3,25.48,77.11,7.28,37,43,80
2011-04-19 10:00:00,2,1,12.12,94.37,47.66,31,182,213
2011-04-19 11:00:00,1,2,18.13,77.37,34.68,30,59,89
2011-04-19 12:00:00,3,1,30.68,66.28,29.27,36,130,166
2011-04-19 13:00:00,3,2,10.02,38.4,16.12,25,84,109
2011-04-19 14:00:00,4,1,12.97,21.23,21.65,47,190,237
2011-04-19 15:00:00,1,1,18.36,75.57,4.47,40,81,121
2011-04-19 16:00:00,2,4,26.37,38.48,49.91,24,158,182
2011-04-19 17:00:00,4,3,16.28,88.65,37.75,46,60,106
2011-04-19 18:00:00,4,3,32.83,57.31,31.07,39,48,87
2011-04-19 19:00:00,4,3,7.83,62.45,29.39,7,43,50
2011-04-19 20:00:00,2,1,16.12,80.31,25.22,3,179,182
2011-04-19 21:00:00,4,1,26.27,82.35,12.87,30,30,60
2011-04-19 22:00:00,2,1,11.78,71.41,11.32,31,71,102
2011-04-19 23:00:00,4,2,24.69,95.07,27.48,33,88,121
2011-04-20 00:00:00,2,2,9.93,98.58,3.51,47,176,223
2011-04-20 01:00:00,3,4,6.68,95.75,3.72,2,45,47
2011-04-20 02:00:00,3,1,8.63,85.93,28.04,40,181,221
2011-04-20 03:00:00,3,3,32.9,76.45,45.99,25,138,163
2011-04-20 04:00:00,3,3,21.55,73.07,45.71,3,103,106
2011-04-20 05:00:00,3,4,28.89,28.3,0.54,1,64,65
2011-04-20 06:00:00,4,3,14.98,41.72,5.37,18,144,162
2011-04-20 07:00:00,4,4,22.78,20.46,29.15,22,115,137
2011-04-20 08:00:00,4,1,19.85,30.99,42.42,24,27,51
2011-04-20 09:00:00,2,3,33.37,55.14,47.72,46,81,127
2011-04-20 10:00:00,2,1,27.43,31.72,43.03,6,73,79
2011-04-20 11:00:00,2,2,26.92,92.13,33.88,7,8,15
2011-04-20 12:00:00,2,3,6.39,84.46,10.03,2,161,163
2011-04-20 13:00:00,3,2,21.49,25.73,3.63,22,147,169
2011-04-20 14:00:00,3,3,19.01,39.91,2.38,46,130,176
2011-04-20 15:00:00,3,1,32.84,85.53,30.6,32,128,160
2011-04-20 16:00:00,1,4,12.72,84.24,1.81,47,59,106
2011-04-20 17:00:00,4,1,13.1,95.64,36.96,27,96,123
2011-04-20 18:00:00,2,1,17.34,99.8,35.62,21,49,70
2011-04-20 19:00:00,2,1,12.3,98.1,3.98,34,135,169
2011-04-20 20:00:00,3,3,8.88,52.81,45.33,33,145,178
2011-04-20 21:00:00,2,4,30.72,40.03,26.1,29,29,58
2011-04-20 22:00:00,2,2,21.75,80.67,45.22,46,96,142
2011-04-20 23:00:00,4,1,30.84,43.94,45.08,35,149,184
2011-04-21 00:00:00,3,3,29.93,84.51,9.85,13,80,93
2011-04-21 01:00:00,4,2,13.46,62.72,19.03,8,8,16
2011-04-21 02:00:00,1,1,21.43,83.51,6.73,21,21,42
2011-04-21 03:00:00,1,2,7.5,42.07,38.75,27,137,164
2011-04-21 04:00:00,1,1,32.46,60.64,25.21,40,66,106
2011-04-21 05:00:00,3,2,17.13,65.12,46.44,13,8,21
2011-04-21 06:00:00,2,2,16.81,95.45,10.41,14,46,60
2011-04-21 07:00:00,3,4,14.08,41.33,34.42,36,39,75
2011-04-21 08:00:00,3,4,18.82,94.94,49.46,23,35,58
2011-04-21 09:00:00,2,1,12.55,84.39,33.27,33,146,179
2011-04-21 10:00:00,4,3,16.25,78.47,3.44,48,97,145
2011-04-21 11:00:00,1,4,29.0,82.95,29.42,42,1,43
2011-04-21 12:00:00,4,2,30.03,68.43,8.99,44,172,216
2011-04-21 13:00:00,1,4,14.13,39.53,1.53,43,82,125
2011-04-21 14:00:00,3,4,19.07,35.16,16.75,2,160,162
2011-04-21 15:00:00,1,1,31.21,89.31,13.31,22,63,85
2011-04-21 16:00:00,3,4,6.58,78.01,39.44,19,153,172
2011-04-21 17:00:00,4,4,31.67,37.06,18.68,44,118,162
2011-04-21 18:00:00,3,2,11.58,69.21,36.65,14,110,124
2011-04-21 19:00:00,4,4,25.36,55.8,0.81,42,161,203
2011-04-21 20:00:00,2,2,22.48,32.69,0.74,15,190,205
2011-04-21 21:00:00,2,4,21.59,62.55,1.47,6,155,161
2011-04-21 22:00:00,2,4,30.78,42.52,10.97,32,91,123
2011-04-21 23:00:00,3,3,8.05,27.7,18.7,18,77,95
2011-04-22 00:00:00,2,4,15.41,57.36,30.39,17,5,22
2011-04-22 01:00:00,1,2,21.15,67.21,49.3,40,138,178
2011-04-22 02:00:00,4,2,29.34,23.75,17.72,17,45,62
2011-04-22 03:00:00,4,1,11.49,52.17,2.78,2,19,21
2011-04-22 04:00:00,1,1,29.09,40.61,9.75,2,163,165
2011-04-22 05:00:00,3,3,16.99,22.45,44.89,35,112,147
2011-04-22 06:00:00,3,2,10.67,30.05,34.97,15,15,30
2011-04-22 07:00:00,4,2,27.77,31.12,39.51,42,197,239
2011-04-22 08:00:00,2,2,7.73,34.63,6.21,22,199,221
2011-04-22 09:00:00,3,3,20.44,84.27,6.75,22,172,194
2011-04-22 10:00:00,3,2,6.92,55.16,5.61,14,47,61
2011-04-22 11:00:00,1,1,15.69,31.77,42.86,8,112,120
2011-04-22 12:00:00,1,3,23.03,28.02,10.5,39,3,42
2011-04-22 13:00:00,2,1,21.68,43.84,32.16,37,175,212
2011-04-22 14:00:00,3,1,17.14,83.84,25.81,17,97,114
2011-04-22 15:00:00,3,3,17.87,49.16,27.22,37,108,145
2011-04-22 16:00:00,1,4,11.8,32.79,9.77,5,194,199
2011-04-22 17:00:00,3,4,18.68,52.33,31.76,43,155,198
2011-04-22 18:00:00,4,1,33.6,64.42,2.16,36,157,193
2011-04-22 19:00:00,1,4,30.51,22.37,49.67,45,28,73
2011-04-22 20:00:00,2,2,9.36,70.21,1.34,5,148,153
2011-04-22 21:00:00,1,3,5.89,51.61,2.51,20,41,61
2011-04-22 22:00:00,3,1,33.01,20.78,16.23,29,127,156
2011-04-22 23:00:00,2,2,20.8,73.91,41.58,27,49,76
2011-04-23 00:00:00,1,4,21.14,76.99,12.86,19,88,107
2011-04-23 01:00:00,4,2,28.42,70.31,23.6,18,125,143
2011-04-23 02:00:00,4,4,14.44,47.35,0.9,13,2,15
2011-04-23 03:00:00,1,1,19.46,62.37,3.94,0,192,192
2011-04-23 04:00:00,4,2,34.06,50.97,30.4,26,22,48
2011-04-23 05:00:00,4,3,25.16,76.05,9.72,31,106,137
2011-04-23 06:00:00,4,1,9.61,66.69,34.71,28,4,32
2011-04-23 07:00:00,2,2,9.0,26.54,39.27,30,24,54
2011-04-23 08:00:00,4,2,11.13,71.45,42.52,24,34,58
2011-04-23 09:00:00,4,4,28.0,74.98,6.69,6,64,70
2011-04-23 10:00:00,4,1,13.86,49.66,22.78,38,38,76
2011-04-23 11:00:00,2,1,5.64,90.06,47.35,45,122,167
2011-04-23 12:00:00,1,1,33.33,87.44,38.6,15,110,125
2011-04-23 13:00:00,3,1,10.09,34.01,5.85,43,17,60
2011-04-23 14:00:00,4,4,5.29,92.34,25.13,10,24,34
2011-04-23 15:00:00,1,3,12.11,55.27,46.12,17,99,116
2011-04-23 16:00:00,4,1,12.05,77.9,22.0,43,128,171
2011-04-23 17:00:00,2,4,17.66,85.13,41.87,41,189,230
2011-04-23 18:00:00,1,3,32.61,60.41,24.79,4,136,140
2011-04-23 19:00:00,2,3,31.38,51.93,5.34,1,168,169
2011-04-23 20:00:00,4,4,18.71,93.24,7.39,9,94,103
2011-04-23 21:00:00,4,1,17.33,38.47,2.33,25,21,46
2011-04-23 22:00:00,2,3,21.65,40.56,9.77,23,193,216
2011-04-23 23:00:00,3,1,12.3,48.93,44.68,25,172,197
2011-04-24 00:00:00,2,1,6.57,88.76,32.51,15,179,194
2011-04-24 01:00:00,4,2,33.18,95.1,36.94,24,19,43
2011-04-24 02:00:00,2,1,10.6,37.61,31.08,37,120,157
2011-04-24 03:00:00,3,2,10.95,89.11,19.33,5,139,144
2011-04-24 04:00:00,2,3,19.17,40.66,10.84,11,123,134
2011-04-24 05:00:00,3,4,19.75,97.65,46.28,8,63,71
2011-04-24 06:00:00,3,2,5.55,67.79,25.74,48,159,207
2011-04-24 07:00:00,2,4,9.44,20.57,24.05,41,61,102
2011-04-24 08:00:00,2,3,16.34,22.73,49.81,7,132,139
2011-04-24 09:00:00,1,1,25.51,31.8,19.2,30,119,149
2011-04-24 10:00:00,4,3,11.85,35.01,42.71,40,43,83
2011-04-24 11:00:00,3,4,17.69,81.41,43.12,31,156,187
2011-04-24 12:00:00,1,3,21.72,37.82,11.63,6,32,38
2011-04-24 13:00:00,2,1,31.66,97.53,4.74,31,86,117
2011-04-24 14:00:00,4,3,14.78,70.89,48.78,41,99,140
2011-04-24 15:00:00,1,1,9.01,75.4,21.29,24,12,36
2011-04-24 16:00:00,3,2,19.68,37.43,0.11,32,49,81
2011-04-24 17:00:00,1,4,27.4,91.42,24.95,27,129,156
2011-04-24 18:00:00,3,1,8.3,73.43,30.97,10,155,165
2011-04-24 19:00:00,2,1,17.74,89.15,38.8,30,17,47
2011-04-24 20:00:00,4,3,5.53,96.52,47.15,9,65,74
2011-04-24 21:00:00,4,2,6.01,30.05,45.76,1,173,174
2011-04-24 22:00:00,4,1,19.49,27.73,47.01,45,144,189
2011-04-24 23:00:00,2,2,13.95,84.27,1.61,43,160,203
2011-04-25 00:00:00,3,2,30.35,89.29,35.59,3,98,101
2011-04-25 01:00:00,2,3,23.06,66.7,11.29,21,32,53
2011-04-25 02:00:00,4,1,18.62,49.28,9.38,44,95,139
2011-04-25 03:00:00,2,3,17.24,72.21,40.02,27,83,110
2011-04-25 04:00:00,2,4,19.92,44.45,20.86,9,157,166
2011-04-25 05:00:00,2,4,6.21,39.07,45.83,1,21,22
2011-04-25 06:00:00,3,1,31.78,59.05,2.12,48,124,172
2011-04-25 07:00:00,1,2,34.95,37.29,40.11,30,180,210
2011-04-25 08:00:00,1,1,10.44,58.7,6.84,41,173,214
2011-04-25 09:00:00,2,1,8.61,96.53,8.83,22,43,65
2011-04-25 10:00:00,1,4,9.31,87.18,23.87,15,74,89
2011-04-25 11:00:00,1,4,24.83,95.33,19.78,8,113,121
2011-04-25 12:00:00,2,2,24.84,84.51,24.31,42,161,203
2011-04-25 13:00:00,2,2,30.44,48.38,47.0,5,27,32
2011-04-25 14:00:00,4,1,27.55,84.96,32.87,24,162,186
2011-04-25 15:00:00,1,3,18.49,93.83,14.52,3,195,198
2011-04-25 16:00:00,3,1,23.39,95.76,8.65,47,8,55
2011-04-25 17:00:00,2,2,25.65,74.66,21.0,11,106,117
2011-04-25 18:00:00,4,3,20.38,36.91,22.58,23,21,44
2011-04-25 19:00:00,3,4,19.27,23.18,30.06,26,188,214
2011-04-25 20:00:00,1,2,24.35,31.78,13.3,47,84,131
2011-04-25 21:00:00,4,2,21.72,97.24,38.38,2,24,26
2011-04-25 22:00:00,2,3,24.32,56.97,4.92,11,80,91
2011-04-25 23:00:00,3,2,23.39,88.4,28.02,46,78,124
2011-04-26 00:00:00,2,2,26.58,57.2,31.18,29,168,197
2011-04-26 01:00:00,1,2,24.28,72.87,10.34,11,6,17
2011-04-26 02:00:00,3,2,20.59,21.93,41.3,40,58,98
2011-04-26 03:00:00,1,2,25.45,39.99,30.77,41,199,240
2011-04-26 04:00:00,1,2,18.48,54.9,32.29,39,194,233
2011-04-26 05:00:00,4,2,12.25,70.45,24.89,44,32,76
2011-04-26 06:00:00,2,2,5.04,33.72,45.48,21,192,213
2011-04-26 07:00:00,3,4,21.8,81.16,34.7,14,99,113
2011-04-26 08:00:00,1,2,22.72,49.15,19.09,27,103,130
2011-04-26 09:00:00,1,4,34.16,85.39,11.93,16,59,75
2011-04-26 10:00:00,3,4,15.84,27.84,3.55,43,80,123
2011-04-26 11:00:00,1,1,16.82,74.38,8.27,47,121,168
2011-04-26 12:00:00,4,1,11.05,43.47,49.63,24,57,81
2011-04-26 13:00:00,4,4,7.12,83.63,20.34,42,43,85
2011-04-26 14:00:00,4,4,28.18,52.17,44.93,44,120,164
2011-04-26 15:00:00,4,2,12.49,73.23,8.53,2,47,49
2011-04-26 16:00:00,1,1,23.27,94.74,21.27,35,124,159
2011-04-26 17:00:00,3,3,25.63,21.65,48.03,30,164,194
2011-04-26 18:00:00,3,1,19.14,20.89,4.56,14,152,166
2011-04-26 19:00:00,3,4,31.29,81.62,29.7,45,152,197
2011-04-26 20:00:00,3,4,18.31,71.71,45.96,27,56,83
2011-04-26 21:00:00,2,2,13.55,43.44,47.48,42,12,54
2011-04-26 22:00:00,3,2,31.88,59.55,42.3,30,76,106
2011-04-26 23:00:00,2,1,30.85,23.35,42.8,44,11,55
2011-04-27 00:00:00,2,2,9.92,35.4,32.61,19,107,126
2011-04-27 01:00:00,4,3,5.78,53.96,11.02,49,190,239
2011-04-27 02:00:00,2,3,7.7,86.72,36.53,44,189,233
2011-04-27 03:00:00,1,2,13.6,58.37,48.92,20,115,135
2011-04-27 04:00:00,2,3,34.17,66.91,26.3,26,27,53
2011-04-27 05:00:00,4,3,21.76,89.9,13.03,18,182,200
2011-04-27 06:00:00,2,1,16.2,44.71,28.67,35,115,150
2011-04-27 07:00:00,1,3,31.66,76.06,34.53,11,41,52
2011-04-27 08:00:00,1,4,18.59,88.93,10.41,34,188,222
2011-04-27 09:00:00,1,4,14.46,36.21,35.96,47,79,126
2011-04-27 10:00:00,4,1,33.24,48.52,29.37,32,37,69
2011-04-27 11:00:00,4,2,30.49,98.38,30.62,35,80,115
2011-04-27 12:00:00,3,1,30.31,98.66,15.3,40,108,148
2011-04-27 13:00:00,4,2,20.37,37.86,7.76,22,113,135
2011-04-27 14:00:00,1,2,28.68,25.32,31.17,12,107,119
2011-04-27 15:00:00,1,2,10.38,41.67,29.31,29,132,161
2011-04-27 16:00:00,4,2,22.2,51.82,16.9,9,83,92
2011-04-27 17:00:00,2,2,34.52,55.28,14.79,40,175,215
2011-04-27 18:00:00,4,1,13.73,69.5,17.36,19,162,181
2011-04-27 19:00:00,4,2,28.83,91.96,24.49,5,47,52
2011-04-27 20:00:00,1,3,19.71,46.43,48.74,30,13,43
2011-04-27 21:00:00,3,3,6.19,88.0,38.18,18,53,71
2011-04-27 22:00:00,1,2,27.89,27.48,42.59,2,153,155
2011-04-27 23:00:00,3,3,10.06,23.35,25.28,9,117,126
2011-04-28 00:00:00,1,4,23.94,60.32,26.31,9,108,117
2011-04-28 01:00:00,4,1,7.57,24.77,10.22,20,170,190
2011-04-28 02:00:00,1,1,33.41,51.4,36.05,1,41,42
2011-04-28 03:00:00,1,2,13.75,91.74,21.08,44,94,138
2011-04-28 04:00:00,1,2,11.79,39.32,37.12,38,145,183
2011-04-28 05:00:00,4,4,8.87,76.48,20.45,44,102,146
2011-04-28 06:00:00,4,2,33.38,44.19,5.43,29,182,211
2011-04-28 07:00:00,4,3,26.36,23.59,8.65,45,49,94
2011-04-28 08:00:00,4,4,27.25,64.54,40.58,27,124,151
2011-04-28 09:00:00,3,3,19.98,86.79,12.93,17,85,102
2011-04-28 10:00:00,3,1,19.24,52.76,13.22,13,148,161
2011-04-28 11:00:00,2,3,8.3,69.38,46.47,44,161,205
2011-04-28 12:00:00,4,1,21.8,92.0,32.88,18,39,57
2011-04-28 13:00:00,3,3,12.41,83.18,5.72,39,118,157
2011-04-28 14:00:00,1,1,34.31,35.51,7.18,35,110,145
2011-04-28 15:00:00,4,2,28.9,78.67,13.62,40,29,69
2011-04-28 16:00:00,2,3,17.39,60.15,29.7,11,197,208
2011-04-28 17:00:00,2,1,9.54,79.68,37.64,19,116,135
2011-04-28 18:00:00,2,3,28.56,59.56,13.72,33,24,57
2011-04-28 19:00:00,1,4,8.66,30.24,43.53,35,196,231
2011-04-28 20:00:00,3,2,10.68,65.59,5.46,20,28,48
2011-04-28 21:00:00,1,1,11.35,59.37,10.38,18,66,84
2011-04-28 22:00:00,4,4,21.71,61.43,48.52,40,184,224
2011-04-28 23:00:00,2,3,28.61,90.31,6.74,40,46,86
2011-04-29 00:00:00,1,4,14.43,91.59,44.41,42,104,146
2011-04-29 01:00:00,1,3,7.54,56.28,35.2,41,144,185
2011-04-29 02:00:00,3,2,18.94,56.46,3.65,34,176,210
2011-04-29 03:00:00,3,4,27.44,61.21,24.19,7,108,115
2011-04-29 04:00:00,2,2,11.65,61.57,25.95,21,49,70
2011-04-29 05:00:00,1,1,11.6,96.03,46.61,42,89,131
2011-04-29 06:00:00,1,3,33.42,71.95,21.06,37,132,169
2011-04-29 07:00:00,3,3,33.62,42.2,22.34,17,12,29
2011-04-29 08:00:00,1,2,34.71,62.52,5.62,7,190,197
2011-04-29 09:00:00,1,2,29.23,70.18,31.96,1,38,39
2011-04-29 10:00:00,1,1,10.65,71.18,10.54,19,195,214
2011-04-29 11:00:00,3,4,11.36,66.82,3.88,4,172,176
2011-04-29 12:00:00,2,3,15.21,34.22,49.85,41,16,57
2011-04-29 13:00:00,4,3,14.54,22.69,13.48,29,186,215
2011-04-29 14:00:00,2,1,33.7,47.03,7.05,17,98,115
2011-04-29 15:00:00,4,1,28.67,54.2,34.97,43,79,122
2011-04-29 16:00:00,1,2,26.72,24.94,41.08,22,58,80
2011-04-29 17:00:00,2,2,10.58,85.2,3.2,1,95,96
2011-04-29 18:00:00,4,4,32.29,47.53,5.27,41,121,162
2011-04-29 19:00:00,3,1,29.84,93.09,4.51,43,135,178
2011-04-29 20:00:00,3,4,9.91,32.35,2.35,36,29,65
2011-04-29 21:00:00,2,1,31.14,24.55,32.97,41,130,171
2011-04-29 22:00:00,2,3,13.17,58.59,29.42,31,144,175
2011-04-29 23:00:00,1,1,7.43,35.13,33.14,0,122,122
2011-04-30 00:00:00,2,1,24.7,94.99,25.28,38,50,88
2011-04-30 01:00:00,1,3,24.61,20.82,40.88,0,151,151
2011-04-30 02:00:00,1,1,7.85,53.01,27.33,48,79,127
2011-04-30 03:00:00,3,4,14.57,94.14,45.94,43,191,234
2011-04-30 04:00:00,3,2,34.78,50.75,24.28,30,73,103
2011-04-30 05:00:00,4,2,25.35,27.45,39.53,38,122,160
2011-04-30 06:00:00,3,4,26.9,44.23,20.37,7,110,117
2011-04-30 07:00:00,3,3,11.39,59.84,21.76,2,198,200
2011-04-30 08:00:00,2,1,7.36,34.81,42.45,46,111,157
2011-04-30 09:00:00,3,4,13.31,57.32,5.38,11,176,187
2011-04-30 10:00:00,4,2,12.47,86.91,28.25,48,19,67
2011-04-30 11:00:00,2,2,12.04,89.81,36.32,33,28,61
2011-04-30 12:00:00,4,4,10.78,23.94,37.52,48,9,57
2011-04-30 13:00:00,3,2,22.24,32.87,29.57,24,8,32
2011-04-30 14:00:00,4,4,14.84,42.02,22.4,35,198,233
2011-04-30 15:00:00,2,2,29.61,67.59,13.04,6,107,113
2011-04-30 16:00:00,1,4,10.52,48.88,45.47,14,62,76
2011-04-30 17:00:00,4,1,18.94,87.52,18.49,20,32,52
2011-04-30 18:00:00,4,1,5.41,77.33,39.95,24,151,175
2011-04-30 19:00:00,2,1,19.45,28.04,1.58,47,79,126
2011-04-30 20:00:00,2,1,6.68,69.96,11.61,37,31,68
2011-04-30 21:00:00,4,2,34.33,29.04,17.28,36,3,39
2011-04-30 22:00:00,3,3,28.72,40.4,33.58,15,189,204
2011-04-30 23:00:00,4,4,19.7,34.23,15.97,0,77,77
2011-05-01 00:00:00,2,3,7.6,33.84,2.07,46,125,171
2011-05-01 01:00:00,1,2,22.77,69.31,8.69,36,118,154
2011-05-01 02:00:00,1,2,27.76,65.09,12.96,44,21,65
2011-05-01 03:00:00,3,3,10.72,34.08,8.8,13,150,163
2011-05-01 04:00:00,4,3,22.05,99.21,10.19,33,25,58
2011-05-01 05:00:00,1,2,29.43,53.75,38.45,1,48,49
2011-05-01 06:00:00,4,2,28.05,27.77,20.6,30,171,201
2011-05-01 07:00:00,2,4,29.09,29.65,20.26,18,149,167
2011-05-01 08:00:00,1,1,31.38,66.71,48.33,18,107,125
2011-05-01 09:00:00,3,1,33.13,98.33,22.34,43,194,237
2011-05-01 10:00:00,2,4,17.17,65.76,46.38,22,169,191
2011-05-01 11:00:00,3,3,22.06,95.92,14.95,29,51,80
2011-05-01 12:00:00,2,2,28.72,55.53,20.03,16,144,160
2011-05-01 13:00:00,1,3,25.91,54.87,19.81,1,141,142
2011-05-01 14:00:00,3,1,34.87,60.0,27.3,10,63,73
2011-05-01 15:00:00,3,1,5.41,75.79,29.21,48,172,220
2011-05-01 16:00:00,2,3,15.65,49.41,12.41,13,191,204
2011-05-01 17:00:00,3,1,13.43,89.11,39.68,40,157,197
2011-05-01 18:00:00,2,2,12.87,22.34,24.83,28,140,168
2011-05-01 19:00:00,2,4,11.68,55.18,0.35,18,153,171
2011-05-01 20:00:00,2,3,26.27,60.88,29.57,27,159,186
2011-05-01 21:00:00,2,2,7.54,68.56,39.9,0,173,173
2011-05-01 22:00:00,1,2,27.25,42.09,12.52,4,50,54
2011-05-01 23:00:00,2,1,25.8,54.2,1.89,33,33,66
2011-05-02 00:00:00,4,2,12.52,58.76,40.36,13,107,120
2011-05-02 01:00:00,3,3,12.59,74.95,48.81,18,115,133
2011-05-02 02:00:00,4,2,23.87,81.88,3.83,23,27,50
2011-05-02 03:00:00,1,4,27.87,79.03,46.9,39,18,57
2011-05-02 04:00:00,4,2,31.29,47.33,17.96,16,175,191
2011-05-02 05:00:00,3,2,30.56,99.96,47.07,1,97,98
2011-05-02 06:00:00,4,4,33.95,87.89,32.44,30,71,101
2011-05-02 07:00:00,1,2,22.44,40.8,44.51,16,161,177
2011-05-02 08:00:00,2,2,32.26,35.61,39.29,7,105,112
2011-05-02 09:00:00,4,1,29.26,45.12,1.4,45,143,188
2011-05-02 10:00:00,1,3,31.84,56.19,3.27,16,70,86
2011-05-02 11:00:00,1,1,5.35,88.06,26.29,37,26,63
2011-05-02 12:00:00,3,3,33.98,82.27,6.48,25,50,75
2011-05-02 13:00:00,3,4,19.21,88.1,23.05,42,83,125
2011-05-02 14:00:00,4,4,28.95,41.76,47.73,39,53,92
2011-05-02 15:00:00,2,4,8.82,67.48,14.74,44,122,166
2011-05-02 16:00:00,1,3,16.88,42.66,24.45,39,16,55
2011-05-02 17:00:00,4,3,13.14,28.72,19.21,6,71,77
2011-05-02 18:00:00,1,3,13.75,74.74,31.49,23,195,218
2011-05-02 19:00:00,1,4,8.7,31.44,9.69,29,113,142
2011-05-02 20:00:00,2,3,29.17,73.42,13.0,25,94,119
2011-05-02 21:00:00,2,2,5.28,71.84,42.94,29,128,157
2011-05-02 22:00:00,4,1,14.38,84.82,40.57,34,104,138
2011-05-02 23:00:00,2,4,10.23,31.16,39.46,1,13,14
2011-05-03 00:00:00,2,1,22.67,82.68,38.55,43,134,177
2011-05-03 01:00:00,4,2,12.63,99.94,22.97,3,63,66
2011-05-03 02:00:00,2,3,12.77,88.08,36.44,4,199,203
2011-05-03 03:00:00,3,1,19.65,80.14,19.36,47,135,182
2011-05-03 04:00:00,1,2,24.58,72.97,5.04,1,181,182
2011-05-03 05:00:00,1,2,8.64,53.74,19.67,30,151,181
2011-05-03 06:00:00,1,1,10.27,78.44,7.93,26,182,208
2011-05-03 07:00:00,1,4,12.42,77.93,19.54,23,128,151
2011-05-03 08:00:00,4,1,34.21,70.52,14.87,44,199,243
2011-05-03 09:00:00,1,4,16.91,83.7,29.96,3,68,71
2011-05-03 10:00:00,1,3,22.97,55.9,18.08,27,31,58
2011-05-03 11:00:00,1,4,12.25,29.7,35.28,4,0,4
2011-05-03 12:00:00,1,3,19.71,64.73,25.61,26,193,219
2011-05-03 13:00:00,3,1,7.22,41.2,45.97,43,169,212
2011-05-03 14:00:00,1,3,6.04,50.75,4.55,46,136,182
2011-05-03 15:00:00,3,2,19.06,21.39,34.39,4,73,77
2011-05-03 16:00:00,4,3,16.96,50.62,33.62,4,151,155
2011-05-03 17:00:00,2,4,9.11,84.7,47.53,47,104,151
2011-05-03 18:00:00,1,4,25.63,63.42,18.58,8,113,121
2011-05-03 19:00:00,2,4,34.79,20.78,15.27,46,146,192
2011-05-03 20:00:00,2,3,16.87,57.59,8.62,26,50,76
2011-05-03 21:00:00,4,4,23.74,43.32,13.26,3,80,83
2011-05-03 22:00:00,2,4,33.89,58.2,25.09,48,1,49
2011-05-03 23:00:00,3,2,29.95,52.38,41.89,23,9,32
2011-05-04 00:00:00,2,3,18.91,94.56,14.21,26,196,222
2011-05-04 01:00:00,2,2,27.12,23.29,7.89,0,102,102
2011-05-04 02:00:00,2,4,8.84,74.69,13.61,31,133,164
2011-05-04 03:00:00,1,4,20.36,88.08,5.05,15,189,204
2011-05-04 04:00:00,1,4,13.37,96.74,46.33,22,65,87
2011-05-04 05:00:00,3,3,9.83,34.21,43.63,27,7,34
2011-05-04 06:00:00,3,1,17.79,62.5,15.42,19,67,86
2011-05-04 07:00:00,1,4,8.93,23.49,12.35,16,186,202
2011-05-04 08:00:00,3,4,25.97,59.93,45.27,35,49,84
2011-05-04 09:00:00,1,4,18.69,30.04,0.09,44,94,138
2011-05-04 10:00:00,4,4,20.93,87.03,30.03,7,35,42
2011-05-04 11:00:00,2,3,9.39,29.11,45.8,17,135,152
2011-05-04 12:00:00,2,1,9.19,61.06,25.43,12,94,106
